product_description,product_url,image_url,price,delivery_time,pickup_availability,cancellation_policy,product_status,product_views,
Nothing Phone (2a) 5G 8GB RAM 128GB Schwarz,https://www.ebay.de/itm/127219337213?_skw=phones&itmmeta=01K00FN15AW62KC6BJWA98YRPZ&hash=item1d9edd07fd:g:U9AAAeSwOVRoa~FB&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1f%2F0JMUX9p48xVA8aRMYJMJKt1qO5Cotw65c0Oxlqgmbdehjtd%2BAJZDvHdLm92kFSiTFNMpcdUX7e53%2Bh8Ltbs40krtFYJzQ46bbWooUm6ACRix0gNUofE4uX0Qckk5MCRvM2VRS8ek3lZ2q4bafbDpEE6oPdjLC9YuuTCrHrmAdhaEqi9zWVVBoY8CiyYupO%2BXBBOmrNoEFPQW32TtBlc2s2htut5TZlY7U3m8TmMDXw%3D%3D%7Ctkp%3ABk9SR4iT1I-AZg,https://i.ebayimg.com/images/g/U9AAAeSwOVRoa~FB/s-l500.webp," 189,00",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Refurbished,0,
"Unlocked Original Nokia X5 X5-01 3G Bluetooth Wi-Fi Slider QWERTY 2.4"" CellPhone",https://www.ebay.de/itm/156255796061?_skw=phones&itmmeta=01K00FN15ACBZRTZWHFYRX29F9&hash=item2461923b5d:g:IPkAAOSwa7NbR4HY&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1e8mF3NhDQ2fkwRELRwpt%2BFbiaeGSwCEjyEee83q7ZAG0zba9qr%2FkO4BcewFEvYAaPLoyvxVC%2ByfzttSXiGs0rs%2FEN2r5bmcMoUN%2BzwI7q%2Fup%2FjzVwHQ5UwKUgyfAa4R9TWYrjGdX1UYFFz3QRlnpZuHyf8Y0zg9kOAm2rTQqFztjNQyZ0WKxBSP1Wy7eLTVcZLTBZiOmhC2su%2FfAT6gHK1Q7zuKK5xqQe1RJLf61oS0A%3D%3D%7Ctkp%3ABlBMUIiT1I-AZg,https://i.ebayimg.com/images/g/IPkAAOSwa7NbR4HY/s-l500.webp," 90,86",Not Applicable,N/A,Return Not Possible,Refurbished,19,
Original Nokia 3110 2G Classic mobile phone unlocked 3110C bluetooth Mp3 player,https://www.ebay.de/itm/156339557193?_skw=phones&itmmeta=01K00FN15A3HZM2YMFCPJCFAC5&hash=item2466905349:g:04gAAOSwFa9fsRJ2&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dl94Wt%2FWczXjHG5w8NPfR0wxKMYyF71f2N4kOqiHkZTCp5kVczTsmsn17ArO6DzMFSS%2BcsE5amPTzYWLlx7XUVFeJ7I8HZx7vAReGWdg2EY8swTRbJur0WhiAbkcFy7lIM5L9FyHB0mAQcezv9AlgyMdx%2F0VxU9m4YVwW%2FjVBPvA7LiL%2Bf7FNW%2FwLA%2BPE3YUx0hD1m0VDuJ0hbHe2X9IlYoEvbjotyZ3vUJ5oC9nxiDw%3D%3D%7Ctkp%3ABlBMUIiT1I-AZg,https://i.ebayimg.com/images/g/04gAAOSwFa9fsRJ2/s-l500.webp," 25,12",Not Applicable,N/A,Return Not Possible,Refurbished,9,
Shop on eBay,https://ebay.com/itm/123456?itmmeta=012DEW30YG0MEEKND7NH&hash=item123546:g:acwAA9KNiJowH:sc:ShippingMethodStandard!95008!US!-1&itmprp=enc%3AbgepL1tlUHjMGCVfSTGJh%2BzsVKeJ3CQk7NizDI4BZeppuFnmyS6Ijyp8lh%2FnEw%2BWqO7uTV1Q6izE1R0T54aV8j71F4xlWfVcGft4%2FiOQhtqVXA1rW6M1atPARQRmhqUxtEPJKhKtSFgI%2Bvwlzb0GwVCtkp%3ABlBMUObkmabpYw,https://ir.ebaystatic.com/rs/v/fxxj3ttftm5ltcqnto1o4baovyl.png,$20.00 ,Not Applicable,N/A,Return Not Possible,Refurbished,0,
Shop on eBay,https://ebay.com/itm/123456?itmmeta=012DEW30YG0MEEKND7NH&hash=item123546:g:acwAA9KNiJowH:sc:ShippingMethodStandard!95008!US!-1&itmprp=enc%3AbgepL1tlUHjMGCVfSTGJh%2BzsVKeJ3CQk7NizDI4BZeppuFnmyS6Ijyp8lh%2FnEw%2BWqO7uTV1Q6izE1R0T54aV8j71F4xlWfVcGft4%2FiOQhtqVXA1rW6M1atPARQRmhqUxtEPJKhKtSFgI%2Bvwlzb0GwVCtkp%3ABlBMUObkmabpYw,https://ir.ebaystatic.com/rs/v/fxxj3ttftm5ltcqnto1o4baovyl.png,$20.00 ,Not Applicable,N/A,Return Not Possible,Refurbished,0,
Nothing Phone (2a) 5G 8GB RAM 128GB Schwarz,https://www.ebay.de/itm/127219337213?_skw=phones&itmmeta=01K00FYKWDTTM6TZ3JWW12FSR8&hash=item1d9edd07fd:g:U9AAAeSwOVRoa~FB&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1f%2F0JMUX9p48xVA8aRMYJMJKt1qO5Cotw65c0OxlqgmbQq27X2nLAe9sjC%2B6CGZLQaB9bF7QMh7KQCGaVyrEsHmGzmdEti9oK1ni7OeXsPxY2A%2BRU2EE66eWedMSxedSNKLIabNiJkjKx4fQUetWn8s09FfrAcfBK35PkksrSHyyf0DGmzi7InNKEnXxcJM0zTevcZlO8bvOYMYtMIkg4pxqx3L4JK6mdBw2Oh8rGD%2FpQ%3D%3D%7Ctkp%3ABk9SR_K--o-AZg,https://i.ebayimg.com/images/g/U9AAAeSwOVRoa~FB/s-l500.webp," 189,00",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Refurbished,0,
Nokia Asha 210 GSM Unlocked QWERTY Keyboard Bluetooth Wifi Dual SIM Phone,https://www.ebay.de/itm/396513304885?_skw=phones&itmmeta=01K00FYKWDT89BWZG09E7MZ1W7&hash=item5c5208e135:g:7SsAAOSwzz9mrdiq&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1crzHM688szWbbu27YAiy42ML4X4PRSmJmxAUZ60nknR81nL2qoVIxxehD9l4wZGb7lpgHIMXBLitAyAdO%2FOOS0uTh1WTdsa4O13SUPr77NHO3RgEuoF%2Bz09Z8lwhY5T3vp43Kw6WSLwRv86LkPoePAg0w6ztRzowZergnDzowb0l8IO2RkDJqACskReF2iVEJujFo%2FEJsTCgC6Z5ovbvQwQWlzdwp2SC5h3JwowFBUFw%3D%3D%7Ctkp%3ABk9SR_K--o-AZg,https://i.ebayimg.com/images/g/7SsAAOSwzz9mrdiq/s-l500.webp," 40,01",Not Applicable,N/A,Return Not Possible,Refurbished,0,
"Nokia 105 2023 TA-1557 Dual Sim(Unlocked) Cellular Phone  _0,13_5",https://www.ebay.de/itm/127207742445?_skw=phones&epid=7059886578&itmmeta=01K00FYKWDEFVDR5QAMFZK2ZMN&hash=item1d9e2c1bed:g:bSMAAeSwXOZoY6iZ&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dkZlulCDycBFZ98VWaMH7%2BBVxbwsBsldb5f2mW937CEaeFsFD6LCnob6VJKWEmvPisMJvr7yzcqdfYV9swcZ8g1ojS5W6y5sO0Cr5slDBU0nUeuSRdMP6fLAtrYg3EyGpeScXkY3a1elRKwx9jIbajckLlnXOU1iTSRx4Gdx0b%2B8%2BEWee3HGYLpbuDAPc3FxNVSbfAAQoywLFosw3z6MDQ5t11E6kFuhSDeu8sN4h%2BnZrNPNDF0maDE40kVMNJ%2BkerkTZLuvBH6kOsw5TwKAQZ%7Ctkp%3ABk9SR_K--o-AZg,https://i.ebayimg.com/images/g/bSMAAeSwXOZoY6iZ/s-l500.webp," 22,95",Gratis 2-3 Tage Lieferung,Delievery to Pickup Point Possible,Return Not Possible,Refurbished,0,
"Motorola Think Phone 5G 8/256GB Carbon schwarz 144Hz 6,6 Zoll 50,0 Mpix Dual-SIM",https://www.ebay.de/itm/306335440974?_skw=phones&epid=26059443454&itmmeta=01K00FYKWDS3GAWAR58CGM67X4&hash=item475303e04e:g:9fwAAOSwvhRoQrN5&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1ccy%2Bi4GvlilH6FuOzjQeVsTPaSC1Zz0wJWQWiqjr%2BFyiTDkYZryih0FCaBGmeR0OBSBup8c8oYXFmkvgwqNN4tJFT98lihvlA4ZBYIEJRQ90ub86qSS8vuMiHn9d7DpVLHT7l9SJsbLH9JezFdWVm1AYYedoQuny6TG9vJfaMebFiDQDc88ymQqvDxRxGcNMWUBZKniofy1vVvAK%2F0VUY5lWDGoyHgfEXfvylNQv3C7Q%3D%3D%7Ctkp%3ABk9SR_K--o-AZg,https://i.ebayimg.com/images/g/9fwAAOSwvhRoQrN5/s-l500.webp," 309,00",Gratis 2-3 Tage Lieferung,Delievery to Pickup Point Possible,Return Not Possible,Refurbished,10,
Huawei P30 Pro 8GB/128GB 8GB/256GB ROM Dual Sim All Colours Unlocked CellPhone,https://www.ebay.de/itm/157148947123?_skw=phones&itmmeta=01K00FBEBTC298PBK068XE9DHP&hash=item2496cea2b3:g:OssAAOSwpQFizSt0&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cHkXT2iyednDoIFgyhwPhacYRZ24%2FnWVCR%2FTdKA1kRHtq9WF7gDBUt0HcsVhlTA8l8IRoqpfUOw06%2B8CBmuV5HIHusNHKLePm%2BsLczhBV4wB%2FpTmuI7cOULbBWwNJrbwk4vLPkEmASPktwGI8bC04bWUjqr82f6WPGP7MIiJI9%2B7h%2FrHtnJWfv91xHtWxRgZFfmfWNpkSoi8GcglAnkv5xZ3um8SREXCKLv83ed7xRRg%3D%3D%7Ctkp%3ABk9SR7rmrY-AZg,https://i.ebayimg.com/images/g/OssAAOSwpQFizSt0/s-l500.webp," 157,65bis 169,24",Not Applicable,N/A,Return Not Possible,Refurbished,5,
Fairphone 6 Dual-SIM 8GB/256GB schwarz Android 15 Smartphone,https://www.ebay.de/itm/405997667831?_skw=phones&itmmeta=01K00FYKWDNXPWFY2W58D3AHFX&hash=item5e8758c5f7:g:bp8AAeSw~kRoXA7D&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1ddPeIjVJLxM3DNJEA%2BSJI%2FPF2WwRg%2F5KHW1IqIk69sUbEicQp4J8IgNskfneqQp6WluZTrn91XZAnZ2meTsVKCH9ibJ0Bl5Zonoys26Zrd3R49FySr29z2apFd0XK6vAVKKG6fu3kxj6tITbMwGi2G%2BXtfNJfeJoby9JeoY1BQxa2mxGFu6nJ3CBH2C2DqI4gHD%2FyGmw%2BJwPR2Uuj5TLJrKy6RsHsY%2B8YUDLexSthkig%3D%3D%7Ctkp%3ABk9SR_K--o-AZg,https://i.ebayimg.com/images/g/bp8AAeSw~kRoXA7D/s-l500.webp," 639,00",Gratis 2-3 Tage Lieferung,N/A,Seller Pays Return Shipping,Refurbished,0,
Fairphone 4 5G Dual-SIM 128GB Grau Android Smartphone wie neu,https://www.ebay.de/itm/205607728188?_skw=phones&epid=3051794194&itmmeta=01K00FYKWD4CRX6DSDVK56S41J&hash=item2fdf2cf43c:g:7XYAAeSwdmVob1Ev&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1c6OufV8Dmv3pB%2B%2BWENj%2F10I%2FQVLlD5oygBczCA64RQtIS5iZfvS6buxHn1n4uNfgnNMJRywfRcToi78QVxCT5244BuW%2BwW%2B4C%2B19zRc7KDBTMkkh0pJTWcalrHNhiO77YpO7G1jPpDozCFhk7I1aGnvJaZg8dsahDTyPH7Tx144akeRwtohDNmt869uO9v9SLyayv57uZd56pzMWzB97SHbfyZ%2FCoIGPPKSi69nZtUKw%3D%3D%7Ctkp%3ABk9SR_K--o-AZg,https://i.ebayimg.com/images/g/7XYAAeSwdmVob1Ev/s-l500.webp," 239,99",Gratis 1-2 Tage Lieferung,Delievery to Pickup Point Possible,Seller Pays Return Shipping,Refurbished,0,
razer phone 2,https://www.ebay.de/itm/236189613473?_skw=phones&itmmeta=01K00FYKWDRMQ362342XM9SSGG&hash=item36fdff7da1:g:gGsAAeSwOUJobYji&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1deTjyOgs4gVnQQM1E48NCUvfScRbFR2d4Nd%2Bg5vAS%2BblMUzsOPGf%2F3pqEik4%2F4mkCYUt7%2FJiaa3WNuqGokFdY%2FYaaheHkIf0mSOXVM2MXr27Yh0b7LmZQfcjzSeBI6wUygIFbWqLSJheW%2BXJSlC9Ms1bLp1aofKNAo3jbS7%2Fq9QhvvAJaA848XZIm3tmDgXRdpDAP9%2BY62zpbud1aUUHXwizWzsvgYzjhDkNMZO1f4cA%3D%3D%7Ctkp%3ABk9SR_K--o-AZg,https://i.ebayimg.com/images/g/gGsAAeSwOUJobYji/s-l500.webp," 95,00",Not Applicable,N/A,Return Not Possible,Refurbished,0,
Apple iPhone SE - MHGT3ZD/A - 128 GB - Schwarz - Apple-ID,https://www.ebay.de/itm/317001728070?_skw=phones&epid=12038059094&itmmeta=01K00FYKWDMYZQ283SMTVPDHGR&hash=item49cec68046:g:0~EAAOSwjThoUSin&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eFAaF6gUadXlRkn1o27keh%2BOE6Bm3dO6lGwVd6HXkAyeoxn1QnxhJ5O6bo4BaHk3JqHRP2wyFSXTHr1TVOu2b9XFsIPao52KiuG99HS7jXUqpUL%2BAGEVzG77qizJcnUNemxjeMg2aMz%2BwUWsJowhltto%2FCdIGw7SriDANuC3xNWNGhd9asYCLnL3kj0vVRxY9wpJQwpSjr0op%2FO6BqE7bKpAuktZbAe1P1njFmRRSmSQ%3D%3D%7Ctkp%3ABk9SR_K--o-AZg,https://i.ebayimg.com/images/g/0~EAAOSwjThoUSin/s-l500.webp," 25,00",Gratis 2-3 Tage Lieferung,Delievery to Pickup Point Possible,Return Not Possible,Refurbished,11,
I Phone 7 Display Schaden,https://www.ebay.de/itm/277254544611?_skw=phones&epid=225208914&itmmeta=01K00FYKWDJG7K43GBEG04XPDQ&hash=item408da89ce3:g:~jgAAeSwWDZoakVf&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cndShlm%2F45YNj95d2v4QMB3NKAxjh4e815YQNraVCXQc%2FYy%2FMotqxObGLJESWTB5AYUuaG7SJRXeFeDQKuwZejC49%2Fbn7N7l0kzrdI4AZkVXcSRYFIV4ngT%2B%2FYm6GWFbD0hltwPLcpV985ur%2BbLExt20qmVlyPyZWtayGenuNpFz7lcoKdcldczgtpxpMmwuY1kG%2Fu2upStIxPfmvovK4lYP4EAuGarKfOJ34o2QgSdlRAtyBHPt%2BU1m7Yv4S4Hpyk%2B7u6tIEuAcJ6ZPaFTMvR%7Ctkp%3ABk9SR_K--o-AZg,https://i.ebayimg.com/images/g/~jgAAeSwWDZoakVf/s-l500.webp," 1,00",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Refurbished,0,
"Nothing Phone (2a) 5G Smartphone 128GB 8GB RAM white Android LTE _0,36_6",https://www.ebay.de/itm/136087318757?_skw=phones&itmmeta=01K00FYKWD9VHWWMPC00AXGJPZ&hash=item1faf6fb0e5:g:zs4AAeSwP4hoY-4J&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cq5yFgcuudupimhxPGO2TOQ%2BqbLmjbR6rWkoK8l1tgNEQ6AEl%2Fi44XZpXARMEgu3R9BTpveqVrK8r1ND2aeKV7YquOhiG0oSgAuSY7%2FR19No6rRiFyrvip227GDpglBaoJjrrnncQmHpymcNL6JUnLXqvaTXauMNv7J5k6GwxQ%2BgAYHB6LudGgOcBzI1UPIkdQs0o8PtAasUhhyQ19hxVohyhdGwX2i6HyBpwH4lfv%2B8nuJP%2B5XlxMxEd2V%2By3VRd9AWMU65HXUC5tvCUXmtsY%7Ctkp%3ABk9SR_S--o-AZg,https://i.ebayimg.com/images/g/zs4AAeSwP4hoY-4J/s-l500.webp," 224,00",Gratis 2-3 Tage Lieferung,N/A,Return Not Possible,Refurbished,0,
Phone 12 64GB ohne SIM-Lock – Alle Netze nutzbar,https://www.ebay.de/itm/236187697794?_skw=phones&epid=22041716845&itmmeta=01K00FYKWDB81HH0780YQ5T7M5&hash=item36fde24282:g:yu8AAeSwRndoa3Fy&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cNKdW4TZLvngEoM30LWVl9RB3m3JtL09zID08RnUkFqG06wVppzFe85zI6bSzlDluv7V0ipZo%2FOmLmyzoJb6prR%2BuIBJo%2BewAGyg%2FASKYq8bL%2F8G7IaH%2Bshv%2BthPBsfWoRdrekdmQSOWxlxXKtI91cv%2FxO5BsbcxAg4JzDlkmOxH8BPeGRo7LV9mb9sYl%2FDEVhrHe7ZTkAEBS36M%2B2wMDtZIe2qPnmDBIMPIcxZeDUKQ%3D%3D%7Ctkp%3ABk9SR_S--o-AZg,https://i.ebayimg.com/images/g/yu8AAeSwRndoa3Fy/s-l500.webp," 170,00",Not Applicable,N/A,Return Not Possible,Refurbished,0,
"DOOGEE V20 6,43 Zoll Outdoor Handy 8GB+256GB Android Phone 5G Ohne Vertrag NFC",https://www.ebay.de/itm/177116763031?_skw=phones&itmmeta=01K00FYKWDVQTAGCS8F3WBYRRJ&hash=item293cfb5397:g:koAAAOSwC09oL8zT&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fr5bB5z5HM%2BlN02XxgitR5%2FItzcas%2FY7bnoClNzZAhzBlscIMjAHe4LP5u2T8WiIkoOPCjNZx8%2FbAGOW4z9gxi8lU76Ef%2FAIre9miLnIO2G7CrHyte8cGmHXC9JR0yz4RD9dcd4NmViYn19f%2FxvfmtCsMOCoXg%2B6dvk1kVh122thQYpekaoQeDBSBg%2BzGyUoAFYD6tIxbhJI5QiGYp7f857ZlbjBMd%2FqHpnqrQVkBhnS%2FXXU%2Fqple0eBlApk4PrbH4Tqw3pxVeRhjZPb4caouO%7Ctkp%3ABk9SR_S--o-AZg,https://i.ebayimg.com/images/g/koAAAOSwC09oL8zT/s-l500.webp," 179,00",Not Applicable,Delievery to Pickup Point Possible,Seller Pays Return Shipping,Refurbished,0,
Nokia 5300 Unlocked Original Working Mobile Phone Bluetooth Red Pink,https://www.ebay.de/itm/156982279018?_skw=phones&itmmeta=01K00FYKWD5PD3FG20CX2V15W7&hash=item248cdf7b6a:g:yTsAAOSwQuNi-gFt&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cj41NjmEuzU%2FPik0IbKIJndQmL8Cp6Z2d4vU3oxud%2BoGp9Y3yWdkQ4oOHhkSfDkYFs2lAPK6hY16vN%2BmitN9AoQKV3eAkV5m8S85ZCDKKZRcvUhsLEomL9tKu8zdHx8GAZ8wxKaTV91DOM79OVijUxEYDkPAhAQB8I6dALvim9g5n8j%2FNNaqXTALZWzvrgoaEeXu61m4RRxE0nveiLEvx6PTR%2Fv8rQ6tl5fcYBiKIKcA%3D%3D%7Ctkp%3ABk9SR_S--o-AZg,https://i.ebayimg.com/images/g/yTsAAOSwQuNi-gFt/s-l500.webp," 37,57",Not Applicable,N/A,Return Not Possible,Refurbished,0,
vivo X Fold3 Pro 5G Snapdagon 8 Gen 3 Foldable Phone 2K+ E7 120Hz 64MP 100W 1TB,https://www.ebay.de/itm/156330879684?_skw=phones&itmmeta=01K00FYKWDXP6E1H8WTCVWADZ4&hash=item24660beac4:g:57QAAOSwIRVmqg2S&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fUsJllbjRX8HMPXLSdzQ1xmj%2F6UNbV%2BhEBeoRuyEd0UX9xvvP8Lx2HJs7gBrF6i6urXehrKbFnTgvAV9Dpx%2B0z3o0SaK0A5q7FU33MX0tFnaOIMVXAFCKrzQZJoIY6jIKLAsE1cS7xmSmMJExFhhQIFDT0fK%2BQvdN18pNuv3nTsFzpUdN%2FtjmJ%2B0fiBRGAMAUEn8peieGLxWHdRt3j9nXlRSksWan9%2B6rUlf3STT63LQ%3D%3D%7Ctkp%3ABlBMUPS--o-AZg,https://i.ebayimg.com/images/g/57QAAOSwIRVmqg2S/s-l500.webp," 1.684,34bis 2.149,45",Not Applicable,N/A,Return Not Possible,Refurbished,5,
"Neu 2025 4+128GB Handy Android 6,5 Zoll Ohne Vertrag Smartphone 4G Dual SIM IPS",https://www.ebay.de/itm/356165077618?_skw=phones&itmmeta=01K00FBEBTNHQ736GS37S7HKP5&hash=item52ed17ca72:g:bTQAAOSwIiFoQRf0&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1efE7T4p3d4fQEkyw3Rf54nb6lRZFtpMD4OtpEUGiRChVJVpisQ2rw9heuBQBo%2FNuqK9X3918a2fVsdYjwdKm%2FRem%2BSFz13xY3rZbafAsngsubLDZh0QZCoOVzSs9ffos8dNRLLHYGzPBRGpo7jLHUPDchIg4SyGz%2Bu4stXRMA21QP5TPnniMoavyZlui8w7Du8wQ%2BjQ0kcc0c8W3abAeGgAz5uXVfZJfAh9jhNNB2S6DsXin7EJbtAf6YEegD2KrWbIqZdfsTMkLNgxfL41pAN%7Ctkp%3ABk9SR7rmrY-AZg,https://i.ebayimg.com/images/g/bTQAAOSwIiFoQRf0/s-l500.webp," 65,88bis 68,88",Gratis 2-3 Tage Lieferung,N/A,Seller Pays Return Shipping,Refurbished,0,
"Unlocked Nokia 225 4G 2.4"" QVGA LCD 64MB FM Radio Dual SIM Feature Mobile Phone",https://www.ebay.de/itm/156245062205?_skw=phones&itmmeta=01K00FYKWE574VE6HP0AYXGQBP&hash=item2460ee723d:g:cDEAAOSwmQ5mKsLh&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fdEOXDI19GynN1EWoc8p1PcvjbnIXGsiAJSTVSeAGRlxtNVUK%2F9nIjY2FKbCEADN8Vcg%2Fq%2FP8Fr9ppDiMTaoLGEekXl52s5wob98SEIdoW6lGe2O%2B1vwwduckwg1GUIPMFKTykinpt2fK4uh1tTxnW5qfbNhNYf78Kc9zf312MOBQzHBkIigU1%2BkYfVFl2iqw1FEdwgPcYeLww6KifbZhsjAGocOVaQ0nLSSyqQqwlww%3D%3D%7Ctkp%3ABlBMUPS--o-AZg,https://i.ebayimg.com/images/g/cDEAAOSwmQ5mKsLh/s-l500.webp," 54,72",Not Applicable,N/A,Return Not Possible,Refurbished,0,
Nokia 6030 Cell Phone Unlocked Basic Button Easy Mobile Phone,https://www.ebay.de/itm/156514571030?_skw=phones&itmmeta=01K00FYKWEM44S8K27D8JSA3Y2&hash=item2470fed316:g:7xkAAOSwGCViJcVG&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eCIQoQ8grAo64LLUzEov08d8uue8N5g1n6OzH1FHMhVjUa1f8h2JNFHmqwpQ4BV%2F6dWX1Xh8%2BLhzOla7ldx%2F3pgPjxfdrx0ZrPuj6CtUSloTrLxMuloD7ESJUWuy%2BC1RqRghubNqITkX4HtCIERvkErplUz40LDGZO4tiCJYHAx5HBqmgeylE9pULEXOXIxD7A1jIqUozWBUPlI120YXNyA%2Fh3bxBUuwqiOVDnqy99cg%3D%3D%7Ctkp%3ABlBMUPS--o-AZg,https://i.ebayimg.com/images/g/7xkAAOSwGCViJcVG/s-l500.webp," 22,49",Not Applicable,N/A,Return Not Possible,Refurbished,0,
"Neues AngebotHMD Barbie Phone Mobiltelefon, Rosa 64 MB Mobiltelefon  Rosa  Smartphone Handy",https://www.ebay.de/itm/167642836093?_skw=phones&itmmeta=01K00FYKWESQ7VBYE6Y4P5SHA6&hash=item27084aac7d:g:urQAAeSwYuNocmI3&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dwRdvWLkRuSSTKO95vE7fIW1T1x6zlE7Y%2FB4mIArH0ZdBtAes52Pm68LACI46F%2Fc1NPXiPvHHzbsNfGxN%2FAv0aS2yL1VICjcXy5b2hER6lT1Ex6%2B6mjHDTjmSiR9LXR3daMdyEz94jHNii5ixp%2BrL84J588xpiVw4WqiqOLZtUfSPNsXKk%2F9dOupxOw0EXRh5%2FC7LCaMo0xusM5lBhC3ZKp2fT1SZLxuh%2BYAYBJbAP4OChBEQHMskjThJ3NEOw2G4BhbE8ldzkWa2pGYj3qH8t%7Ctkp%3ABk9SR_S--o-AZg,https://i.ebayimg.com/images/g/urQAAeSwYuNocmI3/s-l500.webp," 67,02",Gratis 2-3 Tage Lieferung,Delievery to Pickup Point Possible,Seller Pays Return Shipping,Refurbished,0,
Nokia 8.3 5G 128GB/8GB 64GB/4GB RAM Single/Dual SIM Original 64MP Mobile Phone,https://www.ebay.de/itm/167547614380?_skw=phones&itmmeta=01K00FYKWEW8QXP191Q2AXC3G9&hash=item27029db4ac:g:mDQAAOSw6xJm1TST&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1f4aB4MHIgZY3%2FMeX%2FXqEu%2BORsP7%2F7qgvAdE7l98TkDBR1xPjS9XRQ1Lsrqh5E9pHCU4cNmcwAiLSn3kLgTUgPDLBne46Ty9Ldn9C%2Fv5Cttf8Nrah5yRXXiwbOC1lhQKTBKhSP%2Bd8jnm9QGsSj5rPQEoAqgQpiBtDkn7IaoZ8MRvxQSMQoad%2FwG2lA6H2L6NqoyRPlQCvZ9JVRiOi57ovCRmksEl7GXRKvtTWgfSAkdZQ%3D%3D%7Ctkp%3ABk9SR_S--o-AZg,https://i.ebayimg.com/images/g/mDQAAOSw6xJm1TST/s-l500.webp," 158,17bis 243,78",Not Applicable,N/A,Return Not Possible,Refurbished,0,
cmf Phone 2 Pro,https://www.ebay.de/itm/226816666746?_skw=phones&itmmeta=01K00FYKWEFTSJCEAEXEF5CC0C&hash=item34cf53ac7a:g:AxkAAOSwdnZoTudB&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1d2jpkI%2BW5P6o3JQrJe%2FQ6izBspdxnrRW44m6pVcslTaDI8nqS1bWSPNPwyiVDR5Hb8KZFfwU0LGX9AnGoEm5nwz%2BsURKcCKYQrc2syMWweGIqtxBvtYi1bF4CBsjBYWmM8LGxyLYaS00EgSwUf2xGUMBwRUSW5eqbJquYpOZjiTNnNIfWPgAJlqn%2BjJvxVui1hjK0LRC1XwEFSV4UIKdMMi1u8nTwn74MdN6xX4qaARw%3D%3D%7Ctkp%3ABk9SR_S--o-AZg,https://i.ebayimg.com/images/g/AxkAAOSwdnZoTudB/s-l500.webp," 250,00",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Refurbished,0,
Shiftphone SHIFT6m Smartphone 64GB / 4GB -Vom Händler-,https://www.ebay.de/itm/116671441735?_skw=phones&itmmeta=01K00FYKWE3EM172A35X5ZC0WN&hash=item1b2a28eb47:g:HPQAAOSw0zVnc87v&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dvmz65At8jTUGLML7rLe1Z9i7%2Bu9WX4rEbz3XOdfGk0iklRpltJSqtsraoAs%2F8W1IMuResHWdJvQuR2S1dXC6I0ieckgGt27BlIulHdXhbVM2o%2BAKzYThv6FbtMgQfbxiF2MnMR6dAmr0YPqWgMq7oD527hLc2zCG--LdRmMQQleCVerJj6D5Ql9saO0lEvhZyMi2%2B7nf8Dxrt3E3FCC%2Fu39SYo7emT6o1xkaFYlqL4g%3D%3D%7Ctkp%3ABk9SR_a--o-AZg,https://i.ebayimg.com/images/g/HPQAAOSw0zVnc87v/s-l500.webp," 149,00",Gratis 2-3 Tage Lieferung,Delievery to Pickup Point Possible,Return Not Possible,Refurbished,0,
